id,release_date,movie,production_budget,domestic_gross,worldwide_gross
87,6-May-05,House of Wax,35000000,32064800,70064800
88,19-Oct-01,From Hell,35000000,31598308,68712365
89,1-Jun-18,Adrift,35000000,31445011,57897191
90,15-Aug-08,Mirrors,35000000,30691439,77220596
91,6-Jan-17,Underworld: Blood Wars,35000000,30353973,81209222
92,22-Feb-02,Queen of the Damned,35000000,30307804,30307804
93,20-Aug-10,Nanny McPhee and the Big Bang,35000000,29197642,97799865
94,25-Jan-08,Untraceable,35000000,28687835,52649951
95,21-Nov-90,Predator 2,35000000,28317513,54768418
96,23-Sep-11,Abduction,35000000,28087155,86648359
97,5-Dec-80,Flash Gordon,35000000,27107960,27107960
98,28-Mar-08,Superhero Movie,35000000,26638520,73026302
99,12-Feb-99,Blast from the Past,35000000,26613620,26613620
100,19-Oct-12,Alex Cross,35000000,25888412,35426759
1,26-Mar-04,Jersey Girl,35000000,25266129,37066129
2,21-Nov-97,Midnight in the Garden of Good and Evil,35000000,25078937,25078937
3,16-Sep-16,Bridget Jonesâs Baby,35000000,24139805,205822688
4,9-Nov-01,Heist,35000000,23483357,28906817
5,25-Dec-92,Hoffa,35000000,23365858,28391473
6,4-Mar-16,Whiskey Tango Foxtrot,35000000,23083334,25350747
7,9-Apr-04,Ella Enchanted,35000000,22913677,22913677
8,21-Aug-15,Hitman: Agent 47,35000000,22467450,82182803
9,25-Jul-08,The X-Files: I Want to Believe,35000000,20982478,68170792
10,24-Aug-12,Premium Rush,35000000,20275446,31393201
11,18-Jan-13,Broken City,35000000,19701164,34480045
12,19-Aug-05,Valiant,35000000,19478106,64188387
13,23-Feb-00,Wonder Boys,35000000,19389454,33422485
14,25-Feb-05,Cursed,35000000,19294901,25114901
15,21-Dec-07,Walk Hard: The Dewey Cox Story,35000000,18317151,20606053
16,20-Sep-02,The Four Feathers,35000000,18306166,29882645
17,30-Apr-10,Furry Vengeance,35000000,17630465,39340177
18,25-Jan-13,Parker,35000000,17616641,48543388
19,17-Sep-04,Wimbledon,35000000,16862585,41666476
20,15-Sep-00,Bait,35000000,15325127,15471969
21,8-Dec-00,Dungeons and Dragons,35000000,15185241,33771965
22,9-Nov-07,Lions for Lambs,35000000,14998070,63211088
23,18-Jan-91,Flight of the Intruder,35000000,14471440,14471440
24,27-May-11,The Tree of Life,35000000,13305665,61721826
25,17-Aug-01,American Outlaws,35000000,13264986,13601109
26,11-Aug-06,Zoom,35000000,11989328,12506188
27,25-Dec-01,The Shipping News,35000000,11405825,24405825
28,18-Dec-09,The Young Victoria,35000000,11001272,31878891
29,28-Mar-14,Sabotage,35000000,10508518,18376443
30,4-Sep-98,Knock Off,35000000,10319915,10319915
31,11-Sep-09,Whiteout,35000000,10275638,12254746
32,6-Mar-15,Unfinished Business,35000000,10219501,13214051
33,30-Sep-15,The Walk,35000000,10161183,61492104
34,22-Nov-06,The Fountain,35000000,10144010,15461638
35,29-Nov-13,Mandela: Long Walk to Freedom,35000000,8323085,29890402
36,5-Dec-08,Punisher: War Zone,35000000,8050977,10157534
37,5-Sep-03,The Order,35000000,7659747,11559747
38,10-Nov-06,A Good Year,35000000,7459300,42064105
39,11-Mar-16,The Brothers Grimsby,35000000,6864016,28720470
40,20-Oct-17,The Snowman,35000000,6670765,43226146
41,6-Nov-02,Femme Fatale,35000000,6630252,16830252
42,2-May-97,Warriors of Virtue,35000000,6448817,6448817
43,26-Sep-03,Luther,35000000,5781086,32717063
44,28-Jan-11,Biutiful,35000000,5101237,24687524
45,21-Feb-92,Radio Flyer,35000000,4651977,4651977
46,16-Apr-93,Bound by Honor,35000000,4496583,4496583
47,22-Apr-16,A Hologram for the King,35000000,4212494,11846010
48,28-Feb-97,Smilla's Sense of Snow,35000000,2221994,2221994
49,3-Oct-86,Playing for Keeps,35000000,2000000,2000000
50,1-Jan-80,Lion of the Desert,35000000,1500000,1500000
51,19-Apr-96,Le hussard sur le toit,35000000,1320043,1320043
52,24-Nov-99,Ride With the Devil,35000000,630779,630779
53,14-Sep-12,Stolen,35000000,289773,17967746
54,14-Oct-11,Trespass,35000000,16816,786532
55,22-Sep-06,Bandidas,35000000,0,19282590
56,13-Mar-15,The Lovers,35000000,0,53899
57,31-Dec-08,Black Water Transit,35000000,0,0
58,25-Dec-11,The Darkest Hour,34800000,21443494,62831715
59,28-Jun-17,Baby Driver,34000000,107825862,228104185
60,19-Sep-14,The Maze Runner,34000000,102427862,348319861
61,10-Apr-15,The Longest Ride,34000000,37446117,63802928
62,17-Sep-93,The Age of Innocence,34000000,32014993,32014993
63,14-Aug-09,Gake no ue no Ponyo,34000000,15090399,205312666
64,3-Aug-18,The Darkest Minds,34000000,12695691,38361428
65,1-Sep-99,Chill Factor,34000000,11263966,11263966
66,27-Aug-99,The Astronaut's Wife,34000000,10672566,10672566
67,5-May-00,I Dreamed of Africa,34000000,6543194,14291999
68,5-Sep-14,Thunder and the House of Magic,34000000,4091,62582520
69,4-Dec-81,Reds,33500000,50000000,50000000
70,11-Dec-92,A Few Good Men,33000000,141340178,236500000
71,2-Jun-00,Big Momma's House,33000000,117559438,173559438
72,16-Mar-01,Exit Wounds,33000000,51758599,79958599
73,8-Jul-16,Mike and Dave Need Wedding Dates,33000000,46009673,75898100
74,27-Jul-12,Step Up Revolution,33000000,35074677,165552290
75,18-Aug-06,Snakes on a Plane,33000000,34020814,62020814
76,16-Apr-04,The Punisher,33000000,33664370,54533774
77,8-Sep-00,The Watcher,33000000,28946615,47267829
78,27-Apr-12,Safe,33000000,17142080,41495213
79,14-Mar-08,Doomsday,33000000,11008770,21621188
80,23-Apr-99,Pushing Tin,33000000,8408835,8408835
81,12-May-06,Goal! The Dream Begins,33000000,4283255,27610873
82,31-Jul-15,The Young and Prodigious T.S. Spivet,33000000,176847,357687
83,30-Oct-15,Freaks of Nature,33000000,70958,70958
84,25-May-83,Star Wars Ep. VI: Return of the Jedi,32500000,309205079,572705079
85,13-May-11,Bridesmaids,32500000,169211718,289632023
86,10-Dec-08,The Reader,32500000,34194407,112964875
87,26-Apr-13,The Big Wedding,32500000,21819348,48425971
88,24-Feb-12,Wanderlust,32500000,17288155,24159934
89,7-Nov-03,Elf,32000000,173840591,220678483
90,5-Jul-96,Phenomenon,32000000,104636382,152036382
91,12-Jun-13,This is the End,32000000,101470202,126539117
92,18-Jan-02,Snow Dogs,32000000,81150692,116898028
93,16-Jun-06,Nacho Libre,32000000,80197993,99296462
94,23-Nov-88,Scrooged,32000000,59450353,59450353
95,27-Aug-10,Takers,32000000,57744720,70587268
96,1-Apr-11,Source Code,32000000,54712227,140428499
97,10-Sep-99,Stigmata,32000000,50041732,89441732
98,10-Nov-00,Men of Honor,32000000,48814909,82339483
99,20-Apr-18,I Feel Pretty,32000000,48795601,91553797
100,2-Sep-05,The Transporter 2,32000000,43095856,88978458
1,18-Feb-11,"Big Mommas: Like Father, Like Son",32000000,37915414,82332450
2,15-Jan-93,Alive,32000000,36299670,36299670
3,23-Feb-07,The Number 23,32000000,35193167,77593167
4,14-Dec-79,1941,32000000,34175000,94875000
5,21-Oct-05,Dreamer: Inspired by a True Story,32000000,33022286,39498360
6,23-Sep-05,A History of Violence,32000000,31493782,61477797
7,15-Mar-13,The Incredible Burt Wonderstone,32000000,22537881,27392609
8,10-Feb-95,The Quick and the Dead,32000000,18552460,18552460
9,30-Apr-04,Laws of Attraction,32000000,17848322,29948322
10,12-Oct-18,Bad Times at the El Royale,32000000,17839115,29204379
11,3-Sep-10,Going the Distance,32000000,17804299,43603990
12,22-Oct-99,Bringing Out The Dead,32000000,16640210,16640210
13,19-Mar-10,Repo Men,32000000,13942007,18195238
14,14-Sep-07,Dragon Wars: D-War,32000000,10977721,79915361
15,6-Sep-96,Bogus,32000000,4357406,4357406
16,26-Mar-97,Cats Don't Dance,32000000,3588602,3588602
17,8-Dec-99,Cradle Will Rock,32000000,2899970,2899970
18,15-Dec-06,The Good German,32000000,1308696,6678033
19,31-Dec-04,George and the Dragon,32000000,0,0
20,15-Aug-79,Apocalypse Now,31500000,78800000,81250485
21,15-Apr-16,Criminal,31500000,14708696,38771262
22,12-Apr-13,42,31000000,95020213,97470701
23,2-Nov-12,Flight,31000000,93772375,160558438
24,29-Dec-95,Mr. Hollandâs Opus,31000000,82582604,106282604
25,18-Dec-85,Out of Africa,31000000,79096868,258210860
26,29-Jun-79,Moonraker,31000000,70300000,210300000
27,7-Mar-14,The Grand Budapest Hotel,31000000,59076019,163981261
28,29-Jul-15,Vacation,31000000,58884188,102306500
29,18-Jul-90,Arachnophobia,31000000,53208180,53208180
30,13-Feb-19,Isnât it Romantic,31000000,48791187,48791187
31,28-Apr-00,Frequency,31000000,44983704,68079671
32,28-Sep-01,Hearts in Atlantis,31000000,24185781,30885781
33,22-Jan-10,Extraordinary Measures,31000000,12482741,15826984
34,25-Aug-17,Birth of the Dragon,31000000,6901965,7220490
35,20-Oct-95,Get Shorty,30250000,72021008,115021008
36,8-Jun-84,Ghostbusters,30000000,242212467,295212467
37,22-Nov-95,Toy Story,30000000,191796233,364545516
38,15-Aug-18,Crazy Rich Asians,30000000,174532921,238099711
39,27-Dec-02,Chicago,30000000,170687518,306770545
40,25-Jun-99,Big Daddy,30000000,163479795,228641283
41,10-Aug-01,American Pie 2,30000000,145096820,286500000
42,10-Feb-12,The Vow,30000000,125014030,197618160
43,10-Jun-94,Speed,30000000,121248145,283200000
44,2-Mar-90,The Hunt for Red October,30000000,120709866,200500000
45,16-Aug-13,Lee Daniels' The Butler,30000000,116632095,177025498
46,29-Sep-00,Remember the Titans,30000000,115654751,136706683
47,14-Aug-09,District 9,30000000,115646235,212453431
48,18-Jun-04,Dodgeball: A True Underdog Story,30000000,114326736,167791704
49,22-Nov-91,The Addams Family,30000000,113502246,191502246
50,10-Nov-95,Ace Ventura: When Nature Calls,30000000,108360063,212400000
51,3-Aug-01,The Princess Diaries,30000000,108244774,165334774
52,5-Mar-99,Analyze This,30000000,106885658,176885658
53,20-Sep-96,The First Wives Club,30000000,105489203,181489203
54,15-Dec-04,Million Dollar Baby,30000000,100492203,231928227
55,22-Sep-95,Se7en,30000000,100125643,328125643
56,8-Oct-03,Mystic River,30000000,90135191,156822020
57,18-Dec-15,Sisters,30000000,87044645,106030660
58,10-Nov-99,Pokemon: The First Movie,30000000,85744662,163644662
59,19-Nov-04,SpongeBob SquarePants: The Movie,30000000,85416609,142051255
60,4-Dec-09,Up in the Air,30000000,83823381,166842739
61,25-Jun-04,The Notebook,30000000,81001787,116025023
62,10-Apr-09,Hannah Montana the Movie,30000000,79576189,169173206
63,18-Jan-08,27 Dresses,30000000,76808654,160247805
64,17-Nov-00,Rugrats in Paris,30000000,76501438,103284813
65,18-Aug-17,The Hitmanâs Bodyguard,30000000,75468583,172778667
66,25-Dec-91,The Prince of Tides,30000000,74787599,74787599
67,12-Aug-05,Four Brothers,30000000,74494381,92494381
68,23-Dec-94,Legends of the Fall,30000000,66502573,160502573
69,28-Sep-12,Looper,30000000,66486205,170466405
70,1-Feb-13,Warm Bodies,30000000,66380662,115121608
71,13-Dec-02,About Schmidt,30000000,65005217,107054484
72,17-Jan-14,The Nut Job,30000000,64251538,122529966
73,16-Feb-01,Down to Earth,30000000,64172251,71172251
74,4-Aug-95,Babe,30000000,63658910,246100000
75,8-Aug-12,Hope Springs,30000000,63536011,133085295
76,18-Apr-08,Forgetting Sarah Marshall,30000000,63172463,105173042
77,8-Oct-04,Friday Night Lights,30000000,61255921,61950770
78,17-Nov-89,Harlem Nights,30000000,60857262,95857262
79,25-Apr-08,Baby Mama,30000000,60494212,64170447
80,29-May-98,Hope Floats,30000000,60110313,81529000
81,9-Jan-09,Bride Wars,30000000,58715510,115150424
82,20-Aug-04,Without a Paddle,30000000,58156435,65121280
83,20-May-11,Midnight in Paris,30000000,56816662,162502774
84,22-Nov-17,Darkest Hour,30000000,56443120,150807172
85,5-Oct-05,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547,197593152
86,21-Dec-07,P.S. I Love You,30000000,53695808,155769678
87,23-Sep-05,Corpse Bride,30000000,53359111,114770654
88,11-May-18,Life of the Party,30000000,53059911,65759911
89,14-May-10,Letters to Juliet,30000000,53032453,82148538
90,6-Apr-01,Blow,30000000,52990775,83282296
91,12-Feb-99,Message in a Bottle,30000000,52880016,52880016
92,24-Jul-15,Southpaw,30000000,52421953,94156456
93,9-Jun-89,Star Trek V: The Final Frontier,30000000,52210049,70200000
94,28-Jul-17,Atomic Blonde,30000000,51573925,98345423
95,3-Jul-02,Like Mike,30000000,51432423,62432423
96,18-Mar-94,Naked Gun 33 1/3: The Final Insult,30000000,51041856,51041856
97,7-Dec-07,Atonement,30000000,50980159,129779728
98,24-May-85,A View to a Kill,30000000,50327960,152627960
99,14-Jan-05,Racing Stripes,30000000,49772522,89955540
100,18-Sep-15,Sicario,30000000,46889293,84393749
1,22-Sep-89,Black Rain,30000000,45892212,45892212
2,26-Jun-87,Full Metal Jacket,30000000,45015999,45015999
3,19-Jan-18,Den of Thieves,30000000,44947622,80131391
4,13-Apr-12,The Three Stooges,30000000,44338224,54052249
5,21-Jul-00,Pokemon 2000,30000000,43746923,133946923
6,24-Oct-14,John Wick,30000000,43037835,76235001
7,13-Jan-06,Glory Road,30000000,42647449,42799060
8,24-Apr-15,The Age of Adaline,30000000,42629776,68984536
9,6-Aug-10,Step Up 3D,30000000,42400223,165889117
10,29-May-09,Drag Me To Hell,30000000,42100625,91388487
11,13-Apr-12,The Cabin in the Woods,30000000,42073277,70689968
12,19-Sep-03,Secondhand Lions,30000000,42070939,47902566
13,10-Nov-06,Stranger Than Fiction,30000000,40435190,53572822
14,8-Apr-11,Hanna,30000000,40259119,65343694
15,16-Aug-02,Blue Crush,30000000,40118420,51618420
16,19-Oct-07,30 Days of Night,30000000,39568996,80276156
17,19-Dec-86,Little Shop of Horrors,30000000,38747385,38747385
18,15-Sep-06,Gridiron Gang,30000000,38432823,41457834
19,20-Jul-88,Midnight Run,30000000,38413606,81613606
20,25-Jan-08,Meet the Spartans,30000000,38233676,84646831
21,13-Nov-87,The Running Man,30000000,38122000,38122000
22,13-Sep-13,The Family,30000000,36918811,51078541
23,9-Feb-18,The 15:17 to Paris,30000000,36276286,56096200
24,21-Nov-97,Mortal Kombat: Annihilation,30000000,35927406,51327406
25,1-Jul-11,Larry Crowne,30000000,35608245,61449135
26,18-Oct-13,Carrie,30000000,35266619,82409520
27,7-Apr-06,Take the Lead,30000000,34742066,65390493
28,2-Mar-18,Death Wish,30000000,34017028,48575965
29,24-Nov-10,Love and Other Drugs,30000000,32367005,102716321
30,3-Jun-15,Entourage,30000000,32363404,46438538
31,1-Jun-01,What's the Worst That Could Happen?,30000000,32267774,38462071
32,8-Feb-13,Side Effects,30000000,32172757,66742138
33,9-Sep-09,9,30000000,31749894,48559999
34,2-Jul-14,Deliver Us from Evil,30000000,30577122,87956618
35,1-Aug-14,Get on Up,30000000,30569935,33339868
36,25-Dec-17,Mollyâs Game,30000000,28780744,53296424
37,27-Apr-12,The Five-Year Engagement,30000000,28700285,61623819
38,2-Apr-04,The Prince & Me,30000000,28165882,29356757
39,15-Jul-11,Winnie the Pooh,30000000,26692846,50145607
40,15-May-98,Bulworth,30000000,26528684,29203383
41,13-Jun-03,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,26214846
42,14-Sep-18,White Boy Rick,30000000,24004833,25947983
43,4-Aug-95,Virtuosity,30000000,23998226,23998226
44,18-Sep-98,One True Thing,30000000,23337196,26708196
45,4-Feb-11,Sanctum,30000000,23209310,108957098
46,21-Jul-06,My Super Ex-Girlfriend,30000000,22530295,60772856
47,25-Aug-17,Ballerina,30000000,21858070,96892829
48,17-Sep-04,Mr. 3000,30000000,21800302,21827296
49,19-Nov-10,The Next Three Days,30000000,21148651,67255916
50,12-Jan-18,Proud Mary,30000000,20868638,21709539
51,6-Aug-04,Little Black Book,30000000,20422207,21758371
52,19-Jan-05,Assault On Precinct 13,30000000,20040895,36040895
53,4-Oct-13,Runner Runner,30000000,19316646,60512680
54,6-Feb-98,The Replacement Killers,30000000,19035741,19035741
55,28-Apr-17,Baahubali 2: The Conclusion,30000000,18985794,263502914
56,3-Mar-06,Ultraviolet,30000000,18522064,30962112
57,21-Oct-05,North Country,30000000,18324242,23676771
58,19-Aug-11,Fright Night,30000000,18298649,40520649
59,15-Sep-17,mother!,30000000,17800004,42531076
60,9-Oct-15,Steve Jobs,30000000,17766658,35579007
61,17-Jul-02,Eight Legged Freaks,30000000,17266505,36722311
62,19-Jul-96,Fled,30000000,17192205,19892205
63,4-Jun-10,Splice,30000000,17010170,28542494
64,18-Apr-08,88 Minutes,30000000,16930884,32955399
65,9-Apr-04,The Whole Ten Yards,30000000,16323969,26323969
66,1-Aug-86,Howard the Duck,30000000,16295774,16295774
67,24-Oct-08,Pride and Glory,30000000,15740721,43440721
68,26-Aug-05,The Cave,30000000,15007991,27147991
69,30-Apr-04,Godsend,30000000,14334645,16910708
70,20-Jun-03,Alex & Emma,30000000,14208384,15358583
71,3-Sep-04,Wicker Park,30000000,13001257,21577076
72,25-Dec-05,The New World,30000000,12712093,26184400
73,29-Jun-07,Evening,30000000,12406646,12885574
74,18-Jan-13,The Last Stand,30000000,12050299,48330757
75,15-Jan-99,In Dreams,30000000,12017369,12017369
76,12-Mar-99,Wing Commander,30000000,11578022,11578022
77,12-Jan-01,Antitrust,30000000,10965209,17865209
78,8-Mar-13,Dead Man Down,30000000,10895295,19599974
79,29-Apr-11,Hoodwinked Too: Hood vs. Evil,30000000,10143779,23353111
80,10-Apr-09,Dragonball Evolution,30000000,9362785,58228460
81,24-Sep-04,First Daughter,30000000,9055010,10419084
82,14-Apr-17,The Lost City of Z,30000000,8574339,17121823
83,9-Sep-05,An Unfinished Life,30000000,8535575,18535575
84,3-Feb-17,The Space Between Us,30000000,7885294,16481405
85,25-Dec-09,The Imaginarium of Doctor Parnassus,30000000,7689607,64352607
86,14-Jan-11,Barney's Version,30000000,7502560,8845575
87,20-Sep-02,Trapped,30000000,6916869,6916869
88,31-Aug-18,Kin,30000000,5718096,10096821
89,1-Jun-84,Once Upon a Time in America,30000000,5321508,5575648
90,22-Sep-17,Stronger,30000000,4211129,8786752
91,22-Jan-99,Gloria,30000000,4167493,4967493
92,21-Sep-07,The Assassination of Jesse James by the Coward Robert Ford,30000000,3909149,15313631
93,29-Dec-04,The Merchant of Venice,30000000,3765585,18765585
94,2-Apr-03,The Good Thief,30000000,3517797,6460758
95,17-Aug-05,Supercross,30000000,3102550,3252550
96,29-Dec-06,Miss Potter,30000000,3005605,35891257
97,5-May-06,Wu ji,30000000,669625,35869934
98,14-Jun-19,Shaft,30000000,600000,600000
99,23-Sep-11,Machine Gun Preacher,30000000,538690,3721988
100,2-Feb-18,Bilal: A New Breed of Hero,30000000,490973,648599
1,15-Jun-07,DOA: Dead or Alive,30000000,480314,7755686
2,19-Feb-10,Le Petit Nicolas,30000000,201857,52339566
3,7-Oct-11,Xinhai geming,30000000,135739,8593154
4,21-Feb-08,Genghis Khan: To the Ends of the Earth and Sea,30000000,3892,4874498
5,30-Jan-15,Wild Card,30000000,3200,4315789
6,5-Jun-15,United Passions,30000000,918,168832
7,31-Dec-10,Konferenz der Tiere,30000000,0,53048539
8,1-Dec-15,Grace of Monaco,30000000,0,25199891
9,8-Mar-16,Savva. Serdtse voyna,30000000,0,5015080
10,14-Dec-07,Goodbye Bafana,30000000,0,2717302
11,31-Dec-13,Space Pirate Captain Harlock,30000000,0,310985
12,31-Dec-03,Ripley's Game,30000000,0,0
13,24-Feb-17,Collide,29200000,2280004,5466698
14,15-May-15,Pitch Perfect 2,29000000,184296230,287625468
15,18-Nov-05,Walk the Line,29000000,119519402,187707495
16,28-Sep-18,Night School,29000000,77339130,103008792
17,8-Apr-16,The Boss,29000000,63077560,78652207
18,27-Dec-95,12 Monkeys,29000000,57141459,168841459
19,12-Sep-03,Once Upon a Time in Mexico,29000000,56330657,97413527
20,14-Apr-00,Keeping the Faith,29000000,37036404,45336404
