id,release_date,movie,production_budget,domestic_gross,worldwide_gross
22,1-Oct-99,Three Kings,48000000,60652036,107752036
23,22-Jan-10,Tooth Fairy,48000000,60022256,112610386
24,17-Aug-01,Rat Race,48000000,56607223,86607223
25,7-Sep-07,3:10 to Yuma,48000000,53606916,71171825
26,13-Aug-01,K-PAX,48000000,50315140,50315140
27,25-Dec-01,Kate and Leopold,48000000,47095453,70937778
28,20-Oct-00,Bedazzled,48000000,37879996,90376224
29,26-Jun-98,Out of Sight,48000000,37562568,77562568
30,14-Dec-84,The Cotton Club,48000000,25928721,25928721
31,25-Jan-08,Rambo,47500000,42754105,112214531
32,13-Jul-16,The Infiltrator,47500000,15436808,20718104
33,15-Jun-90,Dick Tracy,47000000,103738726,162738726
34,11-Nov-16,Arrival,47000000,100546139,203127894
35,14-Jun-96,The Cable Guy,47000000,60240295,102825796
36,22-Apr-09,Earth,47000000,32011576,116773317
37,19-Oct-01,Riding in Cars with Boys,47000000,29781453,29781453
38,5-Jan-07,Happily N'Ever After,47000000,15849032,37923818
39,27-Nov-02,Solaris,47000000,14970038,14970038
40,18-Jun-10,Jonah Hex,47000000,10547117,11022696
41,23-Feb-96,Mary Reilly,47000000,5707094,12900000
42,23-Dec-16,Silence,46500000,7100177,23726626
43,1-Nov-13,Mr. Nobody,46500000,3622,22254
44,20-Jun-97,My Best Friend's Wedding,46000000,126813153,298923419
45,20-Jul-01,America's Sweethearts,46000000,93607673,160648493
46,22-Nov-96,Star Trek: First Contact,46000000,92027888,150000000
47,24-May-02,Insomnia,46000000,67263182,113622499
48,20-Sep-13,Prisoners,46000000,61002302,113402302
49,12-Jul-96,Courage Under Fire,46000000,59003384,100833145
50,17-Sep-82,Inchon,46000000,4408636,4408636
51,31-Dec-10,Arthur and the War of Two Worlds,45500000,347136,36180824
52,21-Mar-97,Liar Liar,45000000,181410615,302710615
53,20-Nov-98,A Bug's Life,45000000,162798565,363095319
54,5-Oct-12,Taken 2,45000000,139854287,377807404
55,27-May-94,The Flintstones,45000000,130531208,358500000
56,24-Oct-03,Scary Movie 3,45000000,110000082,155200000
57,22-Dec-00,Miss Congeniality,45000000,106807667,213420951
58,22-Dec-17,Pitch Perfect 3,45000000,104897530,185736412
59,11-Jul-08,Journey to the Center of the Earth,45000000,101704370,243180937
60,17-Dec-93,The Pelican Brief,45000000,100768056,187995859
61,11-Aug-04,The Princess Diaries 2: Royal Engagement,45000000,95149435,122071435
62,25-Dec-07,The Bucket List,45000000,93466502,174807445
63,20-Jul-94,The Client,45000000,92115211,117615211
64,23-Nov-11,The Muppets,45000000,88625922,160971922
65,5-Jun-92,Patriot Games,45000000,83287363,178100000
66,13-May-05,Monster-in-Law,45000000,82931301,155931301
67,5-Oct-01,Training Day,45000000,76261036,104505362
68,7-Oct-16,The Girl on the Train,45000000,75395035,174278214
69,24-Dec-99,Galaxy Quest,45000000,71423726,90523726
70,4-Jul-01,Scary Movie 2,45000000,71277420,141189101
71,21-Aug-98,Blade,45000000,70141876,131237688
72,14-Jan-05,Coach Carter,45000000,67264877,76665507
73,19-Mar-10,The Bounty Hunter,45000000,67061228,135808837
74,12-Apr-02,Changing Lanes,45000000,66790248,66790248
75,11-Apr-97,Anaconda,45000000,65598907,136998907
76,20-Jan-06,Underworld: Evolution,45000000,62318875,113417762
77,4-Aug-00,Coyote Ugly,45000000,60786269,113916474
78,7-Nov-03,Love Actually,45000000,59472278,248505300
79,9-Aug-96,Jack,45000000,58617334,58617334
80,7-Oct-94,The Specialist,45000000,57362581,57362581
81,9-Dec-16,Office Christmas Party,45000000,54767494,91323299
82,16-Aug-96,Tin Cup,45000000,53854588,75854588
83,23-Nov-05,"Yours, Mine and Ours",45000000,53359917,72359917
84,13-May-05,Kicking and Screaming,45000000,52842724,55842724
85,29-Apr-05,The Hitchhiker's Guide to the Galaxy,45000000,51019112,102746214
86,21-Sep-07,Resident Evil: Extinction,45000000,50648679,149871103
87,25-Dec-04,Fat Albert,45000000,48114556,48563556
88,6-Jul-12,Savages,45000000,47323100,82513490
89,30-Sep-94,The River Wild,45000000,46815000,94215000
90,23-May-14,Blended,45000000,46290741,127990741
91,16-Jun-17,All Eyez on Me,45000000,44922302,54876855
92,13-Jan-06,Last Holiday,45000000,38399961,43343247
93,3-Mar-06,16 Blocks,45000000,36895141,65595141
94,14-Jul-95,The Indian in the Cupboard,45000000,35627222,35627222
95,10-Sep-04,Cellular,45000000,32003620,61475984
96,28-Jul-06,The Ant Bully,45000000,28142535,49610898
97,18-Jul-03,Johnny English,45000000,28013509,163126676
98,14-Dec-84,Dune,45000000,27447471,27447471
99,31-Jul-09,Aliens in the Attic,45000000,25200412,59551283
100,14-Sep-07,Across the Universe,45000000,24343673,29367143
1,26-Dec-08,Revolutionary Road,45000000,22951340,79604820
2,29-Aug-08,Babylon A.D.,45000000,22532572,70216497
3,4-Nov-94,Frankenstein,45000000,22006296,112006296
4,4-Oct-96,The Glimmer Man,45000000,20404841,36404841
5,17-Jul-96,Multiplicity,45000000,20133326,20133326
6,3-May-19,UglyDolls,45000000,19894664,24644664
7,19-Jan-01,The Pledge,45000000,19719930,29406132
8,16-Dec-05,The Producers: The Movie Musical,45000000,19398532,32952995
9,7-Jun-96,The Phantom,45000000,17220599,17220599
10,1-Jul-05,Rebound,45000000,16809014,17492014
11,19-Feb-10,The Ghost Writer,45000000,15541549,65532491
12,22-Dec-00,All the Pretty Horses,45000000,15527125,18120267
13,5-Sep-08,Bangkok Dangerous,45000000,15298133,46598133
14,20-Dec-95,Nixon,45000000,13668249,34668249
15,21-Sep-12,Dredd,45000000,13414714,41467606
16,28-Oct-11,The Rum Diary,45000000,13109815,21544732
17,30-Jan-98,Deep Rising,45000000,11203026,11203026
18,21-Dec-18,Welcome to Marwen,45000000,10763520,12874922
19,21-Oct-11,Johnny English Reborn,45000000,8406711,164640401
20,26-Sep-08,Miracle at St. Anna,45000000,7916887,9676497
21,5-Apr-02,Big Trouble,45000000,7262288,8488871
22,21-Dec-06,Man cheng jin dai huang jin jia,45000000,6566773,76904429
23,16-Nov-07,Love in the Time of Cholera,45000000,4617608,31077418
24,25-Dec-02,Pinocchio,45000000,3681811,31681811
25,31-Jan-97,Shadow Conspiracy,45000000,2154540,2154540
26,31-Dec-12,Foodfight!,45000000,0,73706
27,12-Oct-12,Argo,44500000,136025503,227140757
28,6-Aug-93,The Fugitive,44000000,183875760,353715317
29,22-May-85,Rambo: First Blood Part II,44000000,150415432,300400000
30,18-Oct-96,Sleepers,44000000,53300852,165600852
31,30-Jul-10,Charlie St. Cloud,44000000,31206263,48478084
32,2-Feb-96,The Juror,44000000,22730924,22730924
33,6-Feb-14,The Interview,44000000,6105175,12342632
34,19-Nov-80,Heaven's Gate,44000000,3484331,3484523
35,28-Jun-13,The Heat,43000000,159581587,229727774
36,19-Dec-00,Finding Forrester,43000000,51768623,80013623
37,14-Apr-00,28 Days,43000000,37035515,62063972
38,13-May-05,Danny the Dog,43000000,24537621,49037621
39,12-Apr-02,The Sweetest Thing,43000000,24430272,63078756
40,9-Nov-18,The Girl in the Spiderâs Web,43000000,14828555,34983342
41,6-Jan-17,A Monster Calls,43000000,3740823,46414530
42,28-Jan-11,The Mechanic,42500000,29121498,76347393
43,30-Jun-93,The Firm,42000000,158340892,270340892
44,16-Mar-12,21 Jump Street,42000000,138447667,202812429
45,28-May-99,Notting Hill,42000000,116089678,363728085
46,21-Jun-00,Chicken Run,42000000,106793915,227793915
47,16-Jan-04,Along Came Polly,42000000,88073507,173044410
48,1-Jul-92,Boomerang,42000000,70052444,131052444
49,10-Jul-09,BrÃ¼no,42000000,60054530,138708527
50,12-Jun-63,Cleopatra,42000000,57000000,71000000
51,12-May-17,Snatched,42000000,45852178,57852177
52,12-Oct-12,Here Comes the Boom,42000000,45290318,73239258
53,5-Apr-02,High Crimes,42000000,41543207,63781100
54,15-Nov-96,The Mirror Has Two Faces,42000000,41267469,41267469
55,11-Mar-11,Red Riding Hood,42000000,37662162,91678442
56,25-Jan-02,The Mothman Prophecies,42000000,35228696,56438555
57,14-Jul-89,Licence to Kill,42000000,34667015,156167015
58,25-Dec-18,Holmes & Watson,42000000,30568743,41926605
59,27-Jan-12,One for the Money,42000000,26414527,36197221
60,9-Mar-01,15 Minutes,42000000,24375436,56331864
61,16-Sep-05,Lord of War,42000000,24149632,60437727
62,28-May-93,Super Mario Bros.,42000000,20844907,20844907
63,2-Oct-92,Hero,42000000,19487173,66787173
64,27-Jan-12,Man on a Ledge,42000000,18620000,49621440
65,3-Dec-10,The Warrior's Way,42000000,5666340,8514325
66,18-Apr-97,McHale's Navy,42000000,4408420,4408420
67,28-May-10,Micmacs,42000000,1259693,11756922
68,31-Dec-06,Les BronzÃ©s 3: amis pour la vie,42000000,0,83833602
69,31-Dec-15,Pourquoi j'ai pas mangÃ© mon pÃ¨re,42000000,0,15451663
70,8-Nov-02,8 Mile,41000000,116724075,245768384
71,31-May-19,Rocketman,41000000,57342725,108642725
72,11-May-01,A Knightâs Tale,41000000,56083966,100622586
73,22-Aug-03,The Medallion,41000000,22108977,22108977
74,14-Oct-11,The Big Year,41000000,7204138,7684524
75,6-Aug-99,The Sixth Sense,40000000,293506292,672806292
76,15-Jul-05,Wedding Crashers,40000000,209218368,283218368
77,11-Jun-10,The Karate Kid,40000000,176591618,351774938
78,13-Feb-15,Fifty Shades of Grey,40000000,166167230,570998101
79,19-Jun-09,The Proposal,40000000,163958031,314709717
80,13-Dec-13,American Hustle,40000000,150117807,257878294
81,17-May-19,John Wick: Chapter 3 â Parabellum,40000000,141744320,256498033
82,25-Dec-03,Cheaper by the Dozen,40000000,138614544,190212113
83,25-Jul-14,Lucy,40000000,126573960,457507776
84,25-Dec-13,Lone Survivor,40000000,125095601,149804632
85,22-Nov-89,Back to the Future Part II,40000000,118450002,332000000
86,24-Sep-99,Double Jeopardy,40000000,116735231,177835231
87,25-Jul-03,Spy Kids 3-D: Game Over,40000000,111760631,167851995
88,24-Jul-96,A Time to Kill,40000000,108766007,152266007
89,1-Jul-92,A League of Their Own,40000000,107533925,132440066
90,10-Jun-16,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,311262102
91,1-Oct-10,The Social Network,40000000,96962694,224922135
92,7-Aug-09,Julie & Julia,40000000,94125426,126646119
93,6-Feb-09,He's Just Not That Into You,40000000,93953653,181053657
94,10-Feb-17,John Wick: Chapter Two,40000000,92029184,171350009
95,15-Jan-16,Ride Along 2,40000000,90862685,124827316
96,14-Apr-06,Scary Movie 4,40000000,90710620,178710620
97,27-Mar-15,Get Hard,40000000,90411453,106511453
98,4-Feb-00,Scream 3,40000000,89138076,161838076
99,24-May-90,Back to the Future Part III,40000000,88055283,244088654
100,14-Oct-16,The Accountant,40000000,86260045,152962083
1,14-Nov-14,Dumb and Dumber To,40000000,86208010,156553592
2,25-Apr-14,The Other Woman,40000000,83911193,195111193
3,13-Nov-92,Bram Stoker's Dracula,40000000,82522790,215862692
4,17-Feb-06,Eight Below,40000000,81612565,120455994
5,24-Dec-99,The Talented Mr. Ripley,40000000,81292135,128792135
6,25-Sep-15,The Intern,40000000,75764672,197115710
7,25-Sep-92,The Last of the Mohicans,40000000,75505856,75505856
8,29-Oct-04,Ray,40000000,75305995,124823094
9,1-Apr-05,Sin City,40000000,74103820,158527918
10,16-Oct-15,Bridge of Spies,40000000,72313754,162498338
11,22-Feb-08,Vantage Point,40000000,72266306,150886329
12,20-Mar-09,"I Love You, Man",40000000,72013010,92302502
13,9-Nov-01,Shallow Hal,40000000,70836296,70836296
14,20-Dec-91,JFK,40000000,70405498,205400000
15,27-Jan-06,Big Momma's House 2,40000000,70165972,137047376
16,21-Sep-18,The House with a Clock in its Walls,40000000,68549695,126331750
17,4-Nov-16,Hacksaw Ridge,40000000,67209615,168904682
18,2-Mar-01,The Mexican,40000000,66808615,145238250
19,28-Aug-09,The Final Destination,40000000,66477700,187384627
20,17-Apr-09,17 Again,40000000,64167069,139474906
21,18-Feb-11,Unknown,40000000,63686397,136123083
22,4-Jun-10,Get Him to the Greek,40000000,61153526,91455875
23,21-Nov-03,Gothika,40000000,59588068,141484812
24,30-Nov-01,Behind Enemy Lines,40000000,58855732,58855732
25,18-Mar-11,The Lincoln Lawyer,40000000,58009200,87145086
26,15-Oct-04,Shall We Dance?,40000000,57887882,118097882
27,25-Aug-06,Invincible,40000000,57806952,58501127
28,15-Feb-13,Escape From Planet Earth,40000000,57012977,74156610
29,10-Jul-98,Small Soldiers,40000000,55143823,71743823
30,31-Jul-97,Spawn,40000000,54979992,87949859
31,26-Nov-14,Horrible Bosses 2,40000000,54445357,105945357
32,25-Jan-02,The Count of Monte Cristo,40000000,54228104,75389090
33,20-Oct-06,The Prestige,40000000,53089891,104407366
34,16-Jun-06,The Lake House,40000000,52330111,114830111
35,9-Jul-10,Predators,40000000,52000688,127234389
36,15-Aug-12,The Odd Life of Timothy Green,40000000,51853450,55249159
37,31-Jul-87,The Living Daylights,40000000,51185000,191200000
38,8-Dec-06,Apocalypto,40000000,50866635,121032272
39,14-Feb-07,Music and Lyrics,40000000,50572589,146196885
40,18-Jun-86,Legal Eagles,40000000,49851591,49851591
41,12-Mar-04,Secret Window,40000000,47958031,92111551
42,12-Aug-05,The Skeleton Key,40000000,47907715,92256918
43,20-Jun-14,Jersey Boys,40000000,47047013,65282732
44,2-May-08,Made of Honor,40000000,46012734,106548738
45,21-Nov-97,The Rainmaker,40000000,45916769,45916769
46,7-Feb-92,Medicine Man,40000000,44948240,44948240
47,12-Dec-97,Amistad,40000000,44212592,58250151
48,30-May-14,A Million Ways to Die in The West,40000000,42720965,86778557
49,12-Aug-11,Final Destination 5,40000000,42587643,155011165
50,16-Nov-18,Widows,40000000,42402632,73866088
51,8-Apr-05,Fever Pitch,40000000,42071069,50071069
52,25-Dec-07,Aliens vs. Predator - Requiem,40000000,41797066,128884494
53,25-Dec-07,The Water Horse: Legend of the Deep,40000000,40412817,103429755
54,18-Jul-14,Sex Tape,40000000,38543473,126069509
55,15-Apr-11,Scream 4,40000000,38180928,95989590
56,21-Dec-94,Ri¢hie Ri¢h,40000000,38087756,38087756
57,11-Aug-00,Autumn in New York,40000000,37752931,90717684
58,18-Mar-11,Paul,40000000,37412945,101162106
59,19-Dec-12,The Guilt Trip,40000000,37134215,41294674
60,26-Aug-11,Colombiana,40000000,36665854,72295262
61,26-Feb-99,8MM,40000000,36443442,96398826
62,12-Jan-18,The Commuter,40000000,36343858,101985431
63,18-Feb-00,Hanging Up,40000000,36037909,51867723
64,1-Mar-91,The Doors,40000000,34416893,34416893
65,20-Aug-99,Mickey Blue Eyes,40000000,33864342,53864342
66,20-Oct-00,Pay it Forward,40000000,33508922,55696705
67,8-Apr-11,Arthur,40000000,33035397,47787943
68,21-Mar-08,Drillbit Taylor,40000000,32862104,49686263
69,21-Dec-16,Patriots Day,40000000,31886361,52837989
70,25-Dec-11,Extremely Loud and Incredibly Close,40000000,31847881,55247881
71,1-Jul-94,The Shadow,40000000,31835600,31835600
72,26-Nov-08,Transporter 3,40000000,31715062,107235592
73,10-Nov-10,Morning Glory,40000000,31011732,59795070
74,9-Nov-05,Get Rich or Die Tryin',40000000,30981850,46666955
75,3-May-19,Long Shot,40000000,30202860,43711031
76,25-Aug-00,The Art of War,40000000,30199105,30199105
77,25-Dec-13,Grudge Match,40000000,29807260,69807260
78,11-Aug-00,Bless the Child,40000000,29374178,40435694
79,23-Nov-05,Rent,40000000,29077547,31670620
80,2-Apr-99,The Out-of-Towners,40000000,28544120,28544120
81,11-Aug-17,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389
82,23-Aug-96,The Island of Dr. Moreau,40000000,27682712,27682712
83,7-Sep-01,The Musketeer,40000000,27053815,27053815
84,27-Jan-17,Resident Evil: The Final Chapter,40000000,26844692,314101190
85,29-Feb-08,The Other Boleyn Girl,40000000,26814957,78269970
86,30-Jun-17,The House,40000000,25584504,31192425
87,16-Feb-01,Sweet November,40000000,25288103,65754228
88,5-Apr-07,The Reaping,40000000,25126214,62226214
89,7-Jan-11,Season of the Witch,40000000,24827228,91126600
90,3-Jun-94,Renaissance Man,40000000,24172899,24172899
91,15-May-98,Quest for Camelot,40000000,22772500,38172500
92,6-Sep-02,City by the Sea,40000000,22433915,22433915
93,15-Jan-99,At First Sight,40000000,22365133,22365133
94,26-Aug-16,Mechanic: Resurrection,40000000,21218403,109738840
95,16-Jan-04,Torque,40000000,21176322,46176322
96,13-Nov-09,Fantastic Mr. Fox,40000000,21002919,47083412
97,22-Sep-95,Showgirls,40000000,20350754,37750754
98,16-Feb-96,City Hall,40000000,20278055,20278055
99,3-Feb-12,Big Miracle,40000000,20157300,25268680
100,21-Dec-12,The Impossible,40000000,19019882,169590606
1,9-Mar-12,A Thousand Words,40000000,18450127,20790486
2,20-Oct-06,Marie Antoinette,40000000,15962471,60862471
3,6-Oct-00,Get Carter,40000000,14967182,19417182
4,21-Apr-95,Kiss of Death,40000000,14942422,14942422
5,26-Apr-02,"Life, or Something Like It",40000000,14448589,14448589
6,15-May-87,Ishtar,40000000,14375181,14375181
7,28-Feb-92,Memoirs of an Invisible Man,40000000,14358033,14358033
8,23-Oct-09,Amelia,40000000,14279575,19756077
9,23-Oct-09,Cirque du Freak: The Vampire's Assistant,40000000,14046595,39753957
10,7-May-04,New York Minute,40000000,14018364,21215882
11,12-Mar-99,The Deep End of the Ocean,40000000,13508635,13508635
12,5-Nov-04,Alfie,40000000,13395939,35195939
13,30-Aug-02,FearDotCom,40000000,13208023,13208023
14,7-Nov-08,Soul Men,40000000,12082391,12345883
15,20-Mar-15,The Gunman,40000000,10664749,18594227
16,20-Aug-99,Universal Soldier II: The Return,40000000,10447421,10717421
17,25-Sep-09,Pandorum,40000000,10330853,17033431
18,26-Sep-03,Duplex,40000000,9652000,10070651
19,16-Aug-13,Paranoia,40000000,7388654,16340767
20,1-Aug-80,Raise the Titanic,40000000,7000000,7000000
21,10-Jul-15,Baahubali: The Beginning,40000000,6738000,26736665
22,9-Mar-18,The Hurricane Heist,40000000,6115824,30963684
23,4-Jan-02,Impostor,40000000,6114237,7974607
24,25-Nov-15,Victor Frankenstein,40000000,5775076,31124367
25,27-Nov-02,Extreme Ops,40000000,4835968,12624471
26,6-Apr-01,Just Visiting,40000000,4777007,16172200
27,27-Jun-14,Snowpiercer,40000000,4563029,88069880
28,20-Jul-07,Sunshine,40000000,3688560,32030610
29,11-Mar-94,The Hudsucker Proxy,40000000,2816518,14938149
30,11-Nov-16,Billy Lynnâs Long Halftime Walk,40000000,1738477,30230402
31,1-Jul-86,Pirates,40000000,1641825,6341825
32,12-Dec-08,Delgo,40000000,915840,915840
33,7-Sep-07,The Hunting Party,40000000,876671,7729552
34,13-Oct-06,Alex Rider: Operation Stormbreaker,40000000,659210,20722450
35,20-Nov-09,Red Cliff,40000000,627047,119627047
36,24-Sep-04,The Last Shot,40000000,463730,463730
37,16-Mar-07,Nomad,40000000,79123,79123
38,16-Apr-13,Un monstre Ã Paris,40000000,0,27000381
39,21-Jun-19,Kursk,40000000,0,4212799
40,11-Nov-16,USS Indianapolis: Men of Courage,40000000,0,1663785
41,31-Dec-14,Dragon Nest Warriors' Dawn,40000000,0,734423
42,31-Dec-18,The Crow,40000000,0,0
43,13-Sep-19,The Goldfinch,40000000,0,0
44,31-Dec-19,Down Under Cover,40000000,0,0
45,14-Aug-09,The Time Traveler's Wife,39000000,63414846,102332135
46,17-Jun-83,Superman III,39000000,59950623,59950623
47,2-Feb-07,Because I Said So,39000000,42674040,69538833
48,5-Oct-12,Frankenweenie,39000000,35287788,81150788
49,29-Mar-96,Sgt. Bilko,39000000,30356589,37956589
50,30-Sep-05,Serenity,39000000,25514517,40319440
51,7-Sep-07,Shoot 'Em Up,39000000,12796824,26796824
52,20-Feb-04,Against the Ropes,39000000,5881504,6429865
53,23-Aug-13,Yi dai zong shi,38600000,6594959,57987299
54,22-Jun-01,The Fast and the Furious,38000000,144512310,206512310
55,27-Sep-02,Sweet Home Alabama,38000000,127214072,182365114
56,24-Jul-09,The Ugly Truth,38000000,88915214,205298907
57,7-Aug-02,Spy Kids 2: The Island of Lost Dreams,38000000,85846296,119721296
58,18-Nov-94,Star Trek: Generations,38000000,75671262,120000000
59,2-Jun-17,Captain Underpants: The First Epic Movie,38000000,73921000,126577874
60,17-Apr-15,Paul Blart: Mall Cop 2,38000000,71091594,107650646
61,19-Dec-97,Mouse Hunt,38000000,61894591,61894591
62,23-Dec-16,Why Him?,38000000,60323786,117425156
63,22-Apr-11,Water for Elephants,38000000,58709717,116809717
64,8-Oct-10,Life as We Know It,38000000,53374681,105887837
65,29-Dec-99,The Hurricane,38000000,50699241,73956241
66,6-Sep-13,Riddick,38000000,42025135,94763758
67,23-Mar-01,Heartbreakers,38000000,40334024,57753825
68,24-May-02,Enough,38000000,39177215,50970660
69,22-Jan-16,The 5th Wave,38000000,34912982,111336398
70,6-Feb-09,Push,38000000,31811527,49678401
71,20-Sep-13,Rush,38000000,26947624,98230839
72,18-May-01,Angel Eyes,38000000,24044532,29544532
73,21-Dec-01,Joe Somebody,38000000,22770864,24515990
74,10-Mar-00,The Ninth Gate,38000000,18653746,58394308
75,20-Oct-17,Only the Brave,38000000,18340051,24555177
76,27-Sep-96,Extreme Measures,38000000,17378193,17378193
77,14-Oct-11,The Thing,38000000,16999934,27573078
78,7-Sep-01,Rock Star,38000000,16991902,19317765
79,2-Feb-96,White Squall,38000000,10229300,10229300
80,10-Oct-08,City of Ember,38000000,7873007,17831558
81,31-Oct-97,Switchback,38000000,6504442,6504442
82,21-Sep-18,The Sisters Brothers,38000000,3143056,13143056
83,30-Nov-01,Texas Rangers,38000000,623374,623374
84,26-Aug-08,Virgin Territory,38000000,0,5473041
85,11-Jan-19,The Upside,37500000,108235497,119024536
86,18-May-12,What to Expect When You're Expecting,37500000,41152203,88473016
87,14-Sep-12,The Master,37500000,16247159,50647416
88,10-Oct-08,The Express,37500000,9793406,9813309
89,21-Nov-08,Twilight,37000000,192769854,402280159
90,7-Aug-13,We're the Millers,37000000,150394119,267816276
91,25-Nov-15,Creed,37000000,109767581,173567581
92,17-Sep-10,The Town,37000000,92186262,152566881
93,23-Sep-11,Dolphin Tale,37000000,72286779,96068724
94,23-Feb-18,Game Night,37000000,69179066,117378084
95,12-Sep-08,Burn After Reading,37000000,60355347,168167798
96,23-Apr-04,13 Going On 30,37000000,57139723,97658712
97,4-Apr-08,Nim's Island,37000000,48006762,101857425
98,12-Feb-16,How to be Single,37000000,46843513,100003780
99,26-Feb-10,Cop Out,37000000,44875481,55909910
100,28-Jan-11,The Rite,37000000,33047633,97143987
1,18-Jul-08,Space Chimps,37000000,30105968,67029956
2,17-Dec-99,Magnolia,37000000,22450975,48446802
3,29-May-15,Aloha,37000000,21052030,25387091
4,31-Dec-09,Obitaemyy ostrov,36500000,0,15000000
5,5-Oct-18,A Star is Born,36000000,215288866,433449571
6,11-Feb-11,Gnomeo and Juliet,36000000,99967670,193737977
7,15-Feb-02,John Q,36000000,71026631,102226631
8,17-Sep-99,Blue Streak,36000000,68208190,117448157
9,7-Oct-83,Never Say Never Again,36000000,55500000,160000000
10,26-Mar-10,Hot Tub Time Machine,36000000,50269859,65967750
11,2-May-97,Breakdown,36000000,50159144,50159144
12,12-Sep-14,Dolphin Tale 2,36000000,42024533,57824533
13,16-Dec-16,Collateral Beauty,36000000,31016021,85309093
14,4-Apr-03,A Man Apart,36000000,26500000,43797731
15,25-Feb-00,Reindeer Games,36000000,23360779,23360779
16,24-Dec-99,Snow Falling on Cedars,36000000,14378353,14378353
17,20-Dec-96,Ghosts of Mississippi,36000000,13052741,13052741
18,24-Oct-97,Gattaca,36000000,12532777,12532777
19,28-Jan-00,Isn't She Great,36000000,2954405,2954405
20,22-Jan-16,Yip Man 3,36000000,2679437,157300954
21,6-May-11,There Be Dragons,36000000,1069334,4020990
22,14-Apr-17,Queen of the Desert,36000000,0,1578543
23,28-Mar-03,Head of State,35200000,37788228,38283765
24,8-Sep-17,It,35000000,327481748,697457969
25,5-Jun-09,The Hangover,35000000,277322503,465764086
26,20-Nov-09,The Blind Side,35000000,255959475,305705794
27,23-Jun-89,Batman,35000000,251188924,411348924
28,10-Jun-99,Austin Powers: The Spy Who Shagged Me,35000000,206040085,312383487
29,22-Dec-10,True Grit,35000000,171243005,252276928
30,15-May-92,Lethal Weapon 3,35000000,144731527,319700000
31,18-Sep-98,Rush Hour,35000000,141186864,245300000
32,8-Feb-13,Identity Thief,35000000,134506920,175361578
33,30-Jun-06,The Devil Wears Prada,35000000,124740460,326073155
34,8-Jul-11,Horrible Bosses,35000000,117538559,212417601
35,30-Mar-01,Spy Kids,35000000,112692062,197692062
36,17-Jul-15,Trainwreck,35000000,110212700,141123897
37,13-Dec-13,Saving Mr. Banks,35000000,83299761,114962525
38,7-Dec-79,Star Trek: The Motion Picture,35000000,82258456,139000000
39,28-Mar-08,21,35000000,81159365,159846429
40,9-May-08,What Happens in Vegas...,35000000,80277646,218535708
41,15-Nov-91,Cape Fear,35000000,79091969,182291969
42,15-Nov-96,The English Patient,35000000,78716374,231710008
43,16-Jan-09,Hotel for Dogs,35000000,73178547,122357172
44,25-Mar-05,Guess Who,35000000,68915888,102115888
45,21-Dec-12,This is 40,35000000,67544505,90221182
46,19-Sep-97,L.A. Confidential,35000000,64604977,126204977
47,29-Jul-05,Sky High,35000000,63939454,83109359
48,19-Sep-97,In & Out,35000000,63826569,83226569
49,30-Apr-10,A Nightmare on Elm Street,35000000,63075011,117729621
50,18-Aug-00,The Cell,35000000,61280963,85911226
51,7-Jul-95,Species,35000000,60054449,113354449
52,7-Apr-06,The Benchwarmers,35000000,59843754,65063726
53,8-Oct-10,Secretariat,35000000,59699513,60376247
54,13-Mar-98,The Man in the Iron Mask,35000000,56968169,56968169
55,22-Jul-11,Friends with Benefits,35000000,55802754,146595891
56,20-May-16,Neighbors 2: Sorority Rising,35000000,55340730,108757621
57,23-Mar-07,TMNT,35000000,54149098,96096018
58,24-Oct-03,Radio,35000000,52333738,53293628
59,29-Jun-18,Sicario: Day of the Soldado,35000000,50065850,75885196
60,25-Nov-09,Old Dogs,35000000,49492060,95104304
61,18-Nov-92,Malcolm X,35000000,48169910,48169910
62,22-May-15,Poltergeist,35000000,47425125,95713069
63,12-Oct-18,Goosebumps 2: Haunted Halloween,35000000,46697321,93291478
64,19-Jan-18,12 Strong,35000000,45819713,71118378
65,23-Jan-09,Underworld 3: Rise of the Lycans,35000000,45802315,89102315
66,29-Jul-05,Must Love Dogs,35000000,43894863,58405313
67,3-Jul-07,License to Wed,35000000,43799818,70187088
68,28-Feb-97,Donnie Brasco,35000000,41954997,65303052
69,17-Oct-08,Max Payne,35000000,40689393,87775050
70,15-Mar-02,Resident Evil,35000000,40119709,103787401
71,26-Mar-04,The Ladykillers,35000000,39692139,77392139
72,6-May-11,Something Borrowed,35000000,39046489,65084116
73,1-Dec-06,The Nativity Story,35000000,37629831,46309644
74,28-Oct-11,In Time,35000000,37553932,165103952
75,23-Apr-10,The Back-up Plan,35000000,37490007,75281179
76,9-Nov-11,J. Edgar,35000000,37306030,84606030
77,17-Nov-00,Bounce,35000000,36805288,53425292
78,17-Aug-18,Mile 22,35000000,36108758,66295121
79,8-May-15,Hot Pursuit,35000000,34580201,45671512
80,25-Dec-15,Concussion,35000000,34531832,50363790
81,13-Oct-17,The Foreigner,35000000,34393507,140783360
82,3-Dec-04,Closer,35000000,33987757,116177695
83,23-Dec-94,Street Fighter,35000000,33423000,99423000
84,21-Nov-01,Black Knight,35000000,33422806,33422806
85,22-Jul-05,The Bad News Bears,35000000,32868349,33500620
86,27-Dec-02,The Pianist,35000000,32519322,111854182
